Номер ответа,Дата ответа,Время выполнения,IP - адрес,Источник распространения,Операционная система,Браузер,Устройство,1. Выберите курс своего обучения,"2. Пожалуйста, оцените вашу удовлетворенность образовательным процессом в целом",3. Насколько вы в целом удовлетворены работой преподавателей в течение семестра?,4. Насколько ваши ожидания от программы при поступлении совпали с опытом обучения?,"5. Пожалуйста, оцените вашу удовлетворенность преподавательским составом на программе - У меня была достаточная поддержка преподавательской команды в профессиональном развитии - Оценка","5. Пожалуйста, оцените вашу удовлетворенность преподавательским составом на программе - У меня была достаточная поддержка преподавательской команды в профессиональном развитии - Важность критерия","5. Пожалуйста, оцените вашу удовлетворенность преподавательским составом на программе - Преподавательская команда объясняет сложные вещи понятным языком - Оценка","5. Пожалуйста, оцените вашу удовлетворенность преподавательским составом на программе - Преподавательская команда объясняет сложные вещи понятным языком - Важность критерия","6. Пожалуйста, оцените вашу удовлетворенность куратором на программе - Куратор своевременно сообщает необходимую информацию об образовательном процессе - Оценка","6. Пожалуйста, оцените вашу удовлетворенность куратором на программе - Куратор своевременно сообщает необходимую информацию об образовательном процессе - Важность критерия","6. Пожалуйста, оцените вашу удовлетворенность куратором на программе - Куратор готов оказать помощь, если у меня появляются вопросы или проблемы - Оценка","6. Пожалуйста, оцените вашу удовлетворенность куратором на программе - Куратор готов оказать помощь, если у меня появляются вопросы или проблемы - Важность критерия",7. Здесь вы можете оставить более подробную обратную связь о кураторе,"8. Пожалуйста, оцените вашу удовлетворенность программой по каждому из параметров - Мне было понятно содержание дисциплин, которые я изучал(а) в течение семестра, и их взаимосвязь между собой - Оценка","8. Пожалуйста, оцените вашу удовлетворенность программой по каждому из параметров - Мне было понятно содержание дисциплин, которые я изучал(а) в течение семестра, и их взаимосвязь между собой - Важность критерия","8. Пожалуйста, оцените вашу удовлетворенность программой по каждому из параметров - Я мог(-ла) выполнить задания преподавателей в нужные сроки в достаточном объеме - Оценка","8. Пожалуйста, оцените вашу удовлетворенность программой по каждому из параметров - Я мог(-ла) выполнить задания преподавателей в нужные сроки в достаточном объеме - Важность критерия","8. Пожалуйста, оцените вашу удовлетворенность программой по каждому из параметров - Мне было понятно, как изучаемые дисциплины связаны с моей сферой профессиональной деятельности - Оценка","8. Пожалуйста, оцените вашу удовлетворенность программой по каждому из параметров - Мне было понятно, как изучаемые дисциплины связаны с моей сферой профессиональной деятельности - Важность критерия","8. Пожалуйста, оцените вашу удовлетворенность программой по каждому из параметров - Мне кажется, что за прошедший семестр количество занятий в неделю было оптимальным - Оценка","8. Пожалуйста, оцените вашу удовлетворенность программой по каждому из параметров - Мне кажется, что за прошедший семестр количество занятий в неделю было оптимальным - Важность критерия",9. Здесь вы можете оставить более подробную обратную связь о программе,"10. Пожалуйста, оцените вашу удовлетворенность взаимодействием с координатором Учебного отдела программы - Координатор уважительно взаимодействовал со мной - Оценка","10. Пожалуйста, оцените вашу удовлетворенность взаимодействием с координатором Учебного отдела программы - Координатор уважительно взаимодействовал со мной - Важность критерия","10. Пожалуйста, оцените вашу удовлетворенность взаимодействием с координатором Учебного отдела программы - Мои обращения к координатору приводили к ожидаемому результату - Оценка","10. Пожалуйста, оцените вашу удовлетворенность взаимодействием с координатором Учебного отдела программы - Мои обращения к координатору приводили к ожидаемому результату - Важность критерия","10. Пожалуйста, оцените вашу удовлетворенность взаимодействием с координатором Учебного отдела программы - Координатор сообщает необходимую информацию об образовательном процессе своевременно - Оценка","10. Пожалуйста, оцените вашу удовлетворенность взаимодействием с координатором Учебного отдела программы - Координатор сообщает необходимую информацию об образовательном процессе своевременно - Важность критерия","10. Пожалуйста, оцените вашу удовлетворенность взаимодействием с координатором Учебного отдела программы - Координатор готов оказать помощь, если возникают вопросы или проблемы - Оценка","10. Пожалуйста, оцените вашу удовлетворенность взаимодействием с координатором Учебного отдела программы - Координатор готов оказать помощь, если возникают вопросы или проблемы - Важность критерия",11. Здесь вы можете оставить более подробную обратную связь о взаимодействии с координатором Учебного отдела,12. Преподаватели своевременно представили критерии оценивания работ,13. Преподаватели ясно определили порядок сдачи и оценивания работ,14. Преподаватели проводили оценивание работ в соответствии с заявленными критериями,15. Здесь вы можете оставить подробную обратную связь про оценивание на программе,"16. Пожалуйста, оцените работу преподавателей:Преподаватель(-ница) объяснял(-а) сложные вещи понятным языком. Примеры/кейсы преподавателя(-ницы) были актуальны для индустрии. Преподаватель(-ница) давал(-а) полезные рекомендации по развитию моей работы. У меня была достаточная поддержка преподавателя(-ницы)в самостоятельной работе (консультации, разборы, ответы). - Алексей Анисимов","16. Пожалуйста, оцените работу преподавателей:Преподаватель(-ница) объяснял(-а) сложные вещи понятным языком. Примеры/кейсы преподавателя(-ницы) были актуальны для индустрии. Преподаватель(-ница) давал(-а) полезные рекомендации по развитию моей работы. У меня была достаточная поддержка преподавателя(-ницы)в самостоятельной работе (консультации, разборы, ответы). - Алина Полежаева","16. Пожалуйста, оцените работу преподавателей:Преподаватель(-ница) объяснял(-а) сложные вещи понятным языком. Примеры/кейсы преподавателя(-ницы) были актуальны для индустрии. Преподаватель(-ница) давал(-а) полезные рекомендации по развитию моей работы. У меня была достаточная поддержка преподавателя(-ницы)в самостоятельной работе (консультации, разборы, ответы). - Игорь Михайлов","16. Пожалуйста, оцените работу преподавателей:Преподаватель(-ница) объяснял(-а) сложные вещи понятным языком. Примеры/кейсы преподавателя(-ницы) были актуальны для индустрии. Преподаватель(-ница) давал(-а) полезные рекомендации по развитию моей работы. У меня была достаточная поддержка преподавателя(-ницы)в самостоятельной работе (консультации, разборы, ответы). - Олег Горелов",17. Здесь вы можете оставить более подробную обратную связь о преподавательской команде,18. Оцените преподавателей по гуманитарным дисциплинам: - Критическое мышление,18. Оцените преподавателей по гуманитарным дисциплинам: - История России,18. Оцените преподавателей по гуманитарным дисциплинам: - Основы российской государственности,18. Оцените преподавателей по гуманитарным дисциплинам: - Иностранный язык,19. Оставьте комментарий отдельно о лекционных и семинарских занятиях (укажите преподавателя или семинарский трек). Насколько разнообразными и полезными были семинарские треки:,20. Оцените доступность и работу библиотеки,21. Оцените доступность и качество работы сервиса Wellbeing,22. Оцените доступность и качество еды на кампусе,23. Оцените работоспособность программного обеспечения в аудиториях,24. Оцените работоспособность оборудования в аудиториях,25. Оцените комфорт пребывания в аудиториях,26. Оцените комфорт пребывания в мастерских / ресурсных центрах / репетиционных комнатах,"27. Насколько вероятно, что вы порекомендуете школу друзьям, коллегам или родным, которые планируют обучение",28. Есть ли у вас дополнительные комментарии или предложения для нас?,"29. Пожалуйста, оцените вашу удовлетворенность образовательным процессом в целом",30. Насколько вы в целом удовлетворены работой преподавателей в течение семестра?,31. Насколько дисциплины предыдущего семестра помогли вам в освоении учебного материала текущего семестра?,"32. Пожалуйста, оцените вашу удовлетворенность преподавательским составом на программе - У меня была достаточная поддержка преподавательской команды в профессиональном развитии - Оценка","32. Пожалуйста, оцените вашу удовлетворенность преподавательским составом на программе - У меня была достаточная поддержка преподавательской команды в профессиональном развитии - Важность критерия","32. Пожалуйста, оцените вашу удовлетворенность преподавательским составом на программе - Преподавательская команда объясняет сложные вещи понятным языком - Оценка","32. Пожалуйста, оцените вашу удовлетворенность преподавательским составом на программе - Преподавательская команда объясняет сложные вещи понятным языком - Важность критерия","33. Пожалуйста, оцените вашу удовлетворенность куратором на программе - Куратор своевременно сообщает необходимую информацию об образовательном процессе - Оценка","33. Пожалуйста, оцените вашу удовлетворенность куратором на программе - Куратор своевременно сообщает необходимую информацию об образовательном процессе - Важность критерия","33. Пожалуйста, оцените вашу удовлетворенность куратором на программе - Куратор готов оказать помощь, если у меня появляются вопросы или проблемы - Оценка","33. Пожалуйста, оцените вашу удовлетворенность куратором на программе - Куратор готов оказать помощь, если у меня появляются вопросы или проблемы - Важность критерия",34. Здесь вы можете оставить более подробную обратную связь о кураторе,"35. Пожалуйста, оцените вашу удовлетворенность программой по каждому из параметров - Мне было понятно содержание дисциплин, которые я изучал(а) в течение семестра, и их взаимосвязь между собой - Оценка","35. Пожалуйста, оцените вашу удовлетворенность программой по каждому из параметров - Мне было понятно содержание дисциплин, которые я изучал(а) в течение семестра, и их взаимосвязь между собой - Важность критерия","35. Пожалуйста, оцените вашу удовлетворенность программой по каждому из параметров - Я мог(-ла) выполнить задания преподавателей в нужные сроки в достаточном объеме - Оценка","35. Пожалуйста, оцените вашу удовлетворенность программой по каждому из параметров - Я мог(-ла) выполнить задания преподавателей в нужные сроки в достаточном объеме - Важность критерия","35. Пожалуйста, оцените вашу удовлетворенность программой по каждому из параметров - Мне было понятно, как изучаемые дисциплины связаны с моей сферой профессиональной деятельности - Оценка","35. Пожалуйста, оцените вашу удовлетворенность программой по каждому из параметров - Мне было понятно, как изучаемые дисциплины связаны с моей сферой профессиональной деятельности - Важность критерия","35. Пожалуйста, оцените вашу удовлетворенность программой по каждому из параметров - Мне кажется, что за прошедший семестр количество занятий в неделю было оптимальным - Оценка","35. Пожалуйста, оцените вашу удовлетворенность программой по каждому из параметров - Мне кажется, что за прошедший семестр количество занятий в неделю было оптимальным - Важность критерия",36. Здесь вы можете оставить более подробную обратную связь о программе,"37. Пожалуйста, оцените вашу удовлетворенность взаимодействием с координатором Учебного отдела программы - Координатор уважительно взаимодействовал со мной - Оценка","37. Пожалуйста, оцените вашу удовлетворенность взаимодействием с координатором Учебного отдела программы - Координатор уважительно взаимодействовал со мной - Важность критерия","37. Пожалуйста, оцените вашу удовлетворенность взаимодействием с координатором Учебного отдела программы - Мои обращения к координатору приводили к ожидаемому результату - Оценка","37. Пожалуйста, оцените вашу удовлетворенность взаимодействием с координатором Учебного отдела программы - Мои обращения к координатору приводили к ожидаемому результату - Важность критерия","37. Пожалуйста, оцените вашу удовлетворенность взаимодействием с координатором Учебного отдела программы - Координатор сообщает необходимую информацию об образовательном процессе своевременно - Оценка","37. Пожалуйста, оцените вашу удовлетворенность взаимодействием с координатором Учебного отдела программы - Координатор сообщает необходимую информацию об образовательном процессе своевременно - Важность критерия","37. Пожалуйста, оцените вашу удовлетворенность взаимодействием с координатором Учебного отдела программы - Координатор готов оказать помощь, если возникают вопросы или проблемы - Оценка","37. Пожалуйста, оцените вашу удовлетворенность взаимодействием с координатором Учебного отдела программы - Координатор готов оказать помощь, если возникают вопросы или проблемы - Важность критерия",38. Здесь вы можете оставить более подробную обратную связь о взаимодействии с координатором Учебного отдела,39. Преподаватели своевременно представили критерии оценивания работ,40. Преподаватели ясно определили порядок сдачи и оценивания работ,41. Преподаватели проводили оценивание работ в соответствии с заявленными критериями,42. Здесь вы можете оставить подробную обратную связь про оценивание на программе,"43. Пожалуйста, оцените работу преподавателей:Преподаватель(-ница) объяснял(-а) сложные вещи понятным языком. Примеры/кейсы преподавателя(-ницы) были актуальны для индустрии. Преподаватель(-ница) давал(-а) полезные рекомендации по развитию моей работы. У меня была достаточная поддержка преподавателя(-ницы)в самостоятельной работе (консультации, разборы, ответы). - Mike Gibson","43. Пожалуйста, оцените работу преподавателей:Преподаватель(-ница) объяснял(-а) сложные вещи понятным языком. Примеры/кейсы преподавателя(-ницы) были актуальны для индустрии. Преподаватель(-ница) давал(-а) полезные рекомендации по развитию моей работы. У меня была достаточная поддержка преподавателя(-ницы)в самостоятельной работе (консультации, разборы, ответы). - Алексей Анисимов","43. Пожалуйста, оцените работу преподавателей:Преподаватель(-ница) объяснял(-а) сложные вещи понятным языком. Примеры/кейсы преподавателя(-ницы) были актуальны для индустрии. Преподаватель(-ница) давал(-а) полезные рекомендации по развитию моей работы. У меня была достаточная поддержка преподавателя(-ницы)в самостоятельной работе (консультации, разборы, ответы). - Альберт Габдуллин","43. Пожалуйста, оцените работу преподавателей:Преподаватель(-ница) объяснял(-а) сложные вещи понятным языком. Примеры/кейсы преподавателя(-ницы) были актуальны для индустрии. Преподаватель(-ница) давал(-а) полезные рекомендации по развитию моей работы. У меня была достаточная поддержка преподавателя(-ницы)в самостоятельной работе (консультации, разборы, ответы). - Ася Будагян","43. Пожалуйста, оцените работу преподавателей:Преподаватель(-ница) объяснял(-а) сложные вещи понятным языком. Примеры/кейсы преподавателя(-ницы) были актуальны для индустрии. Преподаватель(-ница) давал(-а) полезные рекомендации по развитию моей работы. У меня была достаточная поддержка преподавателя(-ницы)в самостоятельной работе (консультации, разборы, ответы). - Игорь Михайлов","43. Пожалуйста, оцените работу преподавателей:Преподаватель(-ница) объяснял(-а) сложные вещи понятным языком. Примеры/кейсы преподавателя(-ницы) были актуальны для индустрии. Преподаватель(-ница) давал(-а) полезные рекомендации по развитию моей работы. У меня была достаточная поддержка преподавателя(-ницы)в самостоятельной работе (консультации, разборы, ответы). - Маликова Надежда","43. Пожалуйста, оцените работу преподавателей:Преподаватель(-ница) объяснял(-а) сложные вещи понятным языком. Примеры/кейсы преподавателя(-ницы) были актуальны для индустрии. Преподаватель(-ница) давал(-а) полезные рекомендации по развитию моей работы. У меня была достаточная поддержка преподавателя(-ницы)в самостоятельной работе (консультации, разборы, ответы). - Пиманова Елена",44. Здесь вы можете оставить более подробную обратную связь о преподавательской команде,45. Оцените преподавателей по гуманитарным дисциплинам: - Философия,45. Оцените преподавателей по гуманитарным дисциплинам: - Теория и практика коммуникации,45. Оцените преподавателей по гуманитарным дисциплинам: - Иностранный язык,46. Оставьте комментарий отдельно о лекционных и семинарских занятиях (укажите преподавателя или семинарский трек). Насколько разнообразными и полезными были семинарские треки:,47. Оцените доступность и работу библиотеки,48. Оцените доступность и качество работы сервиса Wellbeing,49. Оцените доступность и качество еды на кампусе,50. Оцените работоспособность программного обеспечения в аудиториях,51. Оцените работоспособность оборудования в аудиториях,52. Оцените комфорт пребывания в аудиториях,53. Оцените комфорт пребывания в мастерских / ресурсных центрах / репетиционных комнатах,"54. Насколько вероятно, что вы порекомендуете школу друзьям, коллегам или родным, которые планируют обучение",55. Есть ли у вас дополнительные комментарии или предложения для нас?
1,16.02.2026 14:33:56,177,185.219.157.176,Прямая ссылка,iPhone,Safari,Телефон,2 курс,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,5,4,3,4,4,3,4,2,4,,4,4,4,4,4,4,3,3,,3,4,2,4,3,4,3,4,,5,5,4,Вопрос по оцениванию к Гибсону,6,10,10,10,10,1,10,,,,,,3,3,2,4,4,5,3,10,
2,16.02.2026 14:41:57,338,85.239.39.114,Прямая ссылка,iPhone,Safari,Телефон,1 курс,3,4,3,4,4,4,4,1,3,2,4,,3,3,3,4,3,4,4,4,,1,3,1,4,2,4,2,4,,3,4,4,,9,5,10,1,,,,,,,3,1,2,2,2,3,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,16.02.2026 14:41:58,421,147.45.145.49,Прямая ссылка,iPhone,Safari,Телефон,1 курс,3,4,2,3,3,3,2,1,2,2,4,,4,2,4,3,2,4,3,3,Ощущение что мало информации/знаний. Будто учим одно и тоже и ничего нового нам не рассказывают,3,3,2,3,2,4,2,3,,3,3,3,,10,4,10,1,,,,,,,3,1,2,2,2,3,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,16.02.2026 17:27:12,657,58.181.202.6,Прямая ссылка,iPhone,Safari,Телефон,1 курс,3,3,3,3,4,4,4,4,4,4,4,,3,4,4,4,3,4,3,3,,4,4,4,4,4,4,4,4,,4,4,4,,10,10,10,1,,,,,,,4,4,3,3,4,3,4,5,"Мне, как гражданке другой страны, было тяжело без поддержки иностранных студентов при поступлении. Хотелось, чтобы в дальнейшем появился такой отдел. Так как мне было тяжело разобраться с документами, которые от меня требовал университет. Я ни один раз подходила на ресепшн в третьем корпусе, с просьбой о помощи, но там просто разводили руками ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,16.02.2026 17:38:22,351,213.87.139.36,Прямая ссылка,iPhone,Safari,Телефон,1 курс,2,2,1,4,3,4,2,2,4,2,4,,2,2,4,3,2,2,1,3,,3,4,2,4,2,4,2,3,,3,2,3,,10,10,10,8,,,,,,,4,3,4,4,3,4,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,17.02.2026 10:57:18,348,46.138.216.200,Прямая ссылка,Android,Google Chrome,Телефон,1 курс,4,3,4,3,4,4,4,3,3,3,3,Мы пока не пересекались вроде как,4,4,4,4,4,4,3,3,"В начале семестра было очень мало занятий, это странновато.  К середине и концу стало сбалансированно",3,3,3,3,3,3,3,3,"Конкретно с координатором не так часто пересекаюсь. От британки всегда есть какие-то письма, расписание занятий по потокам, напоминалки по поводу посещаемости и так далее, так что наверное это оно.",4,4,4,"Всё отлично. Только на одном предмете преподаватель непонятно оценивал, но его уже заменили, спасибо.
На всех остальных критерии оценивания за семестр и за конкретные проекты обсуждается сразу же и по несколько раз.",10,10,10,3,,,,,,,4,2,3,3,3,4,4,10,Всё супер,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,24.02.2026 12:42:55,193,62.84.97.85,Прямая ссылка,iPhone,Safari,Телефон,1 курс,3,3,3,3,4,4,4,2,4,3,4,,3,4,4,4,2,4,3,4,,3,4,3,4,3,4,3,4,,3,4,3,,9,9,9,4,,,,,,,4,3,2,3,3,3,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,25.02.2026 15:38:31,2431,92.36.126.126,Прямая ссылка,iPhone,Safari,Телефон,2 курс,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,4,3,2,3,3,2,4,2,4,Вопросы не решаются. Я писала обращение насчет пары по психологии. Ответа не получила…,3,3,4,2,3,3,1,4,"Количество пар как всегда разочаровывает. Особенно когда большая часть из них общеобразовательная. Иногда ощущение, что мы на любительских курсах, а не на получении высшего образования. Мне до сих по никто и не объяснил, зачем нам пара по психологии. Тоже самое, если бы в институте психологи были бы пары по принципам маркетинга. ",3,2,1,4,2,4,3,4,no comments. ,2,5,5,,7,10,10,1,10,5,5,,,,,,5,5,4,5,5,5,5,3,"Первым делом наладить работу всего учебного отдела. Также одинаково относится к студентам разных курсов. Мы-студенты маркетинга платим столько, сколько и все остальные, а получаем в 10 раз меньше!! У других курсов больше нагрузка, какие-то тематические выезды и мероприятия, да даже подарки на «1 сентября».  У нас просто: 😐😐
"
9,25.02.2026 16:08:13,1967,144.31.1.84,Прямая ссылка,iPhone,Safari,Телефон,2 курс,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,3,2,4,4,4,3,4,4,4,,3,4,4,4,1,4,4,4,"Первый семестр - 90% общеобразовательной программы, бесконечные лекции и семинары, на темы столь отдаленные от нашего направления что просто непонятно для чего это и почему",4,4,4,4,3,4,4,4,"Все good👍 координатору спасибо 
Иногда инфа по отменам приходила очень близко к занятию, но сразу после этого принимались какие то меры сглаживающие ситуацию ",3,4,5,,10,10,10,2,10,10,10,,,,,,5,5,4,5,5,5,5,7,"Четкое ощущение что направление маркетинга самое слабое в UU, его наполнением и развитием просто не занимаются и не интересуются. Мы поддерживаем коммуникацию со студентами других направлений - архитектура, фэшн и тд >>> и видим у них полноценную учебную программу с достойной нагрузкой, регулярной практикой а так же различными интерактивами по типу выездов. В этот же момент мы - студенты маркетинга, находимся в полном разочаровании. Все направления платят приблизительно идентичные суммы, но почему то маркетинг получает уровень кружка по интересам😐 Половина из нас даже не показывает родителям расписание, чтобы не расстраивать их…итак уже почти у всех складывается впечатление что они платят деньги далеко несопоставимые с качеством обучения. Повторюсь! Это касается лишь нашего направления, и эта пустота в учебном процессе становится еще ярче на фоне других направлений. Честно - это вообще не уровень. Но мы все еще таим надежду что программу доведут до достойного уровня и хотя бы 2 оставшихся года мы сможем получить мощный учебный процесс."
10,26.02.2026 08:07:15,230,85.140.5.184,Прямая ссылка,Android,Google Chrome,Телефон,1 курс,3,3,2,3,3,3,4,3,3,3,4,,3,4,2,4,2,4,3,4,,3,4,3,4,3,4,3,4,,3,3,3,,10,10,9,1,,,,,,,3,3,4,3,3,3,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
